DATE,POPULATION,GROUP,SUBGROUP,POP_DENOMINATOR,COUNT_PARTIALLY_CUMULATIVE,COUNT_FULLY_CUMULATIVE,COUNT_1PLUS_CUMULATIVE,COUNT_ADDITIONAL_CUMULATIVE,PERC_PARTIALLY,PERC_FULLY,PERC_1PLUS,PERC_ADDITIONAL
2021-12-09,All ages,Age,'25-34,1483699,140278,1120549,1260827,NA,9.45,75.52,84.98,NA
2021-12-09,All ages,Age,'35-44,1136906,91875,975108,1066983,NA,8.08,85.77,93.85,NA
2021-12-09,All ages,Age,'45-54,1028087,64841,889216,954057,NA,6.31,86.49,92.8,NA
2021-12-09,All ages,Age,'55-64,998927,54968,882114,937082,NA,5.5,88.31,93.81,NA
2021-12-09,All ages,Age,'65-74,718795,38049,619588,657637,NA,5.29,86.2,91.49,NA
2021-12-09,All ages,Age,'75-84,382672,19198,291245,310443,NA,5.02,76.11,81.13,NA
2021-12-09,All ages,Age,'85+,178938,8281,107954,116235,NA,4.63,60.33,64.96,NA
2021-12-09,All ages,Borough,Citywide,8336817,638572,5873238,6511810,NA,7.66,70.45,78.11,NA
2021-12-09,All ages,Borough,Bronx,1418207,111724,919466,1031190,NA,7.88,64.83,72.71,NA
2021-12-09,All ages,Borough,Brooklyn,2559903,171755,1639707,1811462,NA,6.71,64.05,70.76,NA
2021-12-09,All ages,Borough,Manhattan,1628706,166748,1254228,1420976,NA,10.24,77.01,87.25,NA
2021-12-09,All ages,Borough,Queens,2253858,160449,1741680,1902129,NA,7.12,77.28,84.39,NA
2021-12-09,All ages,Borough,Staten Island,476143,27896,318157,346053,NA,5.86,66.82,72.68,NA
2021-12-09,All ages,Race/ethnicity,Asian/NHPI,1233642,89606,1046486,1136092,NA,7.26,84.83,92.09,NA
2021-12-09,All ages,Race/ethnicity,Black,1825848,105080,898976,1004056,NA,5.76,49.24,54.99,NA
2021-12-09,All ages,Race/ethnicity,Hispanic/Latino,2423590,210830,1510075,1720905,NA,8.7,62.31,71.01,NA
2021-12-09,All ages,Race/ethnicity,Native American/Alaska Native,18864,1884,18434,20318,NA,9.99,97.72,107.71,NA
2021-12-09,All ages,Race/ethnicity,Other,NA,60708,461523,522231,NA,NA,NA,NA,NA
2021-12-09,All ages,Race/ethnicity,Multiracial,152897,892,5737,6629,NA,0.58,3.75,4.34,NA
2021-12-09,All ages,Race/ethnicity,Unknown,NA,48200,420678,468878,NA,NA,NA,NA,NA
2021-12-09,All ages,Race/ethnicity,White,2681976,121372,1511329,1632701,NA,4.53,56.35,60.88,NA
2021-12-09,All ages,Sex,Female,4358378,316354,3101068,3417422,NA,7.26,71.15,78.41,NA
2021-12-09,All ages,Sex,Male,3978439,314371,2725483,3039854,NA,7.9,68.51,76.41,NA
2021-12-09,All ages,Sex,Other,NA,472,2664,3136,NA,NA,NA,NA,NA
2021-12-09,All ages,Sex,Prefer not to answer,NA,4763,10684,15447,NA,NA,NA,NA,NA
2021-12-09,All ages,Sex,Unknown,NA,2612,33339,35951,NA,NA,NA,NA,NA
2021-12-08,Adults (18+),Age,'18-24,704670.82,90274,546524,636798,NA,12.81,77.56,90.37,NA
2021-12-08,Adults (18+),Age,'25-34,1483699,139471,1119457,1258928,NA,9.4,75.45,84.85,NA
2021-12-08,Adults (18+),Age,'35-44,1136906,91576,974265,1065841,NA,8.05,85.69,93.75,NA
2021-12-08,Adults (18+),Age,'45-54,1028087,64586,888618,953204,NA,6.28,86.43,92.72,NA
2021-12-08,Adults (18+),Age,'55-64,998927,54636,881615,936251,NA,5.47,88.26,93.73,NA
2021-12-08,Adults (18+),Age,'65-74,718795,37881,619261,657142,NA,5.27,86.15,91.42,NA
2021-12-08,Adults (18+),Age,'75-84,382672,19108,291126,310234,NA,4.99,76.08,81.07,NA
2021-12-08,Adults (18+),Age,'85+,178938,8251,107892,116143,NA,4.61,60.3,64.91,NA
2021-12-08,Adults (18+),Borough,Citywide,6632694.82,505783,5428758,5934541,NA,7.63,81.85,89.47,NA
2021-12-08,Adults (18+),Borough,Bronx,1071186.57,87685,837152,924837,NA,8.19,78.15,86.34,NA
2021-12-08,Adults (18+),Borough,Brooklyn,1984839.78,137286,1515701,1652987,NA,6.92,76.36,83.28,NA
2021-12-08,Adults (18+),Borough,Manhattan,1397448.24,135092,1173458,1308550,NA,9.67,83.97,93.64,NA
2021-12-08,Adults (18+),Borough,Queens,1806052.17,123766,1607996,1731762,NA,6.85,89.03,95.89,NA
2021-12-08,Adults (18+),Borough,Staten Island,373168.06,21954,294451,316405,NA,5.88,78.91,84.79,NA
2021-12-08,Adults (18+),Race/ethnicity,Asian/NHPI,1017642.02,59466,956242,1015708,NA,5.84,93.97,99.81,NA
2021-12-08,Adults (18+),Race/ethnicity,Black,1452845.22,85075,831632,916707,NA,5.86,57.24,63.1,NA
2021-12-08,Adults (18+),Race/ethnicity,Hispanic/Latino,1823990.38,162147,1363573,1525720,NA,8.89,74.76,83.65,NA
2021-12-08,Adults (18+),Race/ethnicity,Native American/Alaska Native,15020.93,1588,16543,18131,NA,10.57,110.13,120.7,NA
2021-12-08,Adults (18+),Race/ethnicity,Other,NA,53535,433750,487285,NA,NA,NA,NA,NA
2021-12-08,Adults (18+),Race/ethnicity,Multiracial,96578.73,285,4790,5075,NA,0.3,4.96,5.25,NA
2021-12-08,Adults (18+),Race/ethnicity,Unknown,NA,43095,396699,439794,NA,NA,NA,NA,NA
2021-12-08,Adults (18+),Race/ethnicity,White,2226617.54,100592,1425529,1526121,NA,4.52,64.02,68.54,NA
2021-12-08,Adults (18+),Sex,Female,3524291.66,251910,2880164,3132074,NA,7.15,81.72,88.87,NA
2021-12-08,Adults (18+),Sex,Male,3108403.16,247788,2504228,2752016,NA,7.97,80.56,88.53,NA
2021-12-08,Adults (18+),Sex,Other,NA,386,2484,2870,NA,NA,NA,NA,NA
2021-12-08,Adults (18+),Sex,Prefer not to answer,NA,3299,9094,12393,NA,NA,NA,NA,NA
2021-12-08,Adults (18+),Sex,Unknown,NA,2400,32788,35188,NA,NA,NA,NA,NA
2021-12-08,Children (5-17),Age,'5-12,747558.7,88877,125711,214588,NA,11.89,16.82,28.71,NA
2021-12-08,Children (5-17),Age,'13-17,432845.48,40729,310312,351041,NA,9.41,71.69,81.1,NA
2021-12-08,Children (5-17),Borough,Citywide,1180404.18,129606,436023,565629,NA,10.98,36.94,47.92,NA
2021-12-08,Children (5-17),Borough,Bronx,246821.43,23578,80659,104237,NA,9.55,32.68,42.23,NA
2021-12-08,Children (5-17),Borough,Brooklyn,392137.22,33397,121208,154605,NA,8.52,30.91,39.43,NA
2021-12-08,Children (5-17),Borough,Manhattan,155113.76,31052,79004,110056,NA,20.02,50.93,70.95,NA
2021-12-08,Children (5-17),Borough,Queens,310710.83,35830,131823,167653,NA,11.53,42.43,53.96,NA
2021-12-08,Children (5-17),Borough,Staten Island,75620.94,5749,23329,29078,NA,7.6,30.85,38.45,NA
2021-12-08,Children (5-17),Race/ethnicity,Asian/NHPI,148927.98,29019,87838,116857,NA,19.49,58.98,78.47,NA
2021-12-08,Children (5-17),Race/ethnicity,Black,266476.78,19664,65009,84673,NA,7.38,24.4,31.78,NA
2021-12-08,Children (5-17),Race/ethnicity,Hispanic/Latino,423992.62,47598,143017,190615,NA,11.23,33.73,44.96,NA
2021-12-08,Children (5-17),Race/ethnicity,Native American/Alaska Native,3157.07,281,1849,2130,NA,8.9,58.57,67.47,NA
2021-12-08,Children (5-17),Race/ethnicity,Other,NA,6901,29949,36850,NA,NA,NA,NA,NA
2021-12-08,Children (5-17),Race/ethnicity,Multiracial,35031.27,617,922,1539,NA,1.76,2.63,4.39,NA
2021-12-08,Children (5-17),Race/ethnicity,Unknown,NA,4982,25351,30333,NA,NA,NA,NA,NA
2021-12-08,Children (5-17),Race/ethnicity,White,302818.46,20544,82088,102632,NA,6.78,27.11,33.89,NA
2021-12-08,Children (5-17),Sex,Female,578537.34,62952,216543,279495,NA,10.88,37.43,48.31,NA
2021-12-08,Children (5-17),Sex,Male,601866.84,64975,217114,282089,NA,10.8,36.07,46.87,NA
2021-12-08,Children (5-17),Sex,Other,NA,84,187,271,NA,NA,NA,NA,NA
2021-12-08,Children (5-17),Sex,Prefer not to answer,NA,1389,1426,2815,NA,NA,NA,NA,NA
2021-12-08,Children (5-17),Sex,Unknown,NA,206,753,959,NA,NA,NA,NA,NA
2021-12-08,All ages,Age,'0-17,1704122.18,129606,436023,565629,NA,7.61,25.59,33.19,NA
2021-12-08,All ages,Age,'18-24,704670.82,90274,546524,636798,NA,12.81,77.56,90.37,NA
2021-12-08,All ages,Age,'25-34,1483699,139471,1119457,1258928,NA,9.4,75.45,84.85,NA
2021-12-08,All ages,Age,'35-44,1136906,91576,974265,1065841,NA,8.05,85.69,93.75,NA
2021-12-08,All ages,Age,'45-54,1028087,64586,888618,953204,NA,6.28,86.43,92.72,NA
2021-12-08,All ages,Age,'55-64,998927,54636,881615,936251,NA,5.47,88.26,93.73,NA
2021-12-08,All ages,Age,'65-74,718795,37881,619261,657142,NA,5.27,86.15,91.42,NA
2021-12-08,All ages,Age,'75-84,382672,19108,291126,310234,NA,4.99,76.08,81.07,NA
2021-12-08,All ages,Age,'85+,178938,8251,107892,116143,NA,4.61,60.3,64.91,NA
2021-12-08,All ages,Borough,Citywide,8336817,635389,5864781,6500170,NA,7.62,70.35,77.97,NA
2021-12-08,All ages,Borough,Bronx,1418207,111263,917811,1029074,NA,7.85,64.72,72.56,NA
2021-12-08,All ages,Borough,Brooklyn,2559903,170683,1636909,1807592,NA,6.67,63.94,70.61,NA
2021-12-08,All ages,Borough,Manhattan,1628706,166144,1252462,1418606,NA,10.2,76.9,87.1,NA
2021-12-08,All ages,Borough,Queens,2253858,159596,1739819,1899415,NA,7.08,77.19,84.27,NA
2021-12-08,All ages,Borough,Staten Island,476143,27703,317780,345483,NA,5.82,66.74,72.56,NA
2021-12-08,All ages,Race/ethnicity,Asian/NHPI,1233642,88485,1044080,1132565,NA,7.17,84.63,91.81,NA
2021-12-08,All ages,Race/ethnicity,Black,1825848,104739,896641,1001380,NA,5.74,49.11,54.84,NA
2021-12-08,All ages,Race/ethnicity,Hispanic/Latino,2423590,209745,1506590,1716335,NA,8.65,62.16,70.82,NA
2021-12-08,All ages,Race/ethnicity,Native American/Alaska Native,18864,1869,18392,20261,NA,9.91,97.5,107.41,NA
2021-12-08,All ages,Race/ethnicity,Other,NA,60436,463699,524135,NA,NA,NA,NA,NA
2021-12-08,All ages,Race/ethnicity,Multiracial,152897,902,5712,6614,NA,0.59,3.74,4.33,NA
2021-12-08,All ages,Race/ethnicity,Unknown,NA,48077,422050,470127,NA,NA,NA,NA,NA
2021-12-08,All ages,Race/ethnicity,White,2681976,121136,1507617,1628753,NA,4.52,56.21,60.73,NA
2021-12-08,All ages,Sex,Female,4358378,314862,3096707,3411569,NA,7.22,71.05,78.28,NA
2021-12-08,All ages,Sex,Male,3978439,312763,2721342,3034105,NA,7.86,68.4,76.26,NA
2021-12-08,All ages,Sex,Other,NA,470,2671,3141,NA,NA,NA,NA,NA
2021-12-08,All ages,Sex,Prefer not to answer,NA,4688,10520,15208,NA,NA,NA,NA,NA
2021-12-08,All ages,Sex,Unknown,NA,2606,33541,36147,NA,NA,NA,NA,NA
2021-12-07,Adults (18+),Age,'18-24,704670.82,89602,545604,635206,NA,12.72,77.43,90.14,NA
2021-12-07,Adults (18+),Age,'25-34,1483699,138429,1117723,1256152,NA,9.33,75.33,84.66,NA
2021-12-07,Adults (18+),Age,'35-44,1136906,91051,973013,1064064,NA,8.01,85.58,93.59,NA
2021-12-07,Adults (18+),Age,'45-54,1028087,64184,887794,951978,NA,6.24,86.35,92.6,NA
2021-12-07,Adults (18+),Age,'55-64,998927,54226,880850,935076,NA,5.43,88.18,93.61,NA
2021-12-07,Adults (18+),Age,'65-74,718795,37671,618818,656489,NA,5.24,86.09,91.33,NA
2021-12-07,Adults (18+),Age,'75-84,382672,18997,290955,309952,NA,4.96,76.03,81,NA
2021-12-07,Adults (18+),Age,'85+,178938,8214,107826,116040,NA,4.59,60.26,64.85,NA
2021-12-07,Adults (18+),Borough,Citywide,6632694.82,502374,5422583,5924957,NA,7.57,81.76,89.33,NA
2021-12-07,Adults (18+),Borough,Bronx,1071186.57,87580,835790,923370,NA,8.18,78.02,86.2,NA
2021-12-07,Adults (18+),Borough,Brooklyn,1984839.78,136340,1513587,1649927,NA,6.87,76.26,83.13,NA
2021-12-07,Adults (18+),Borough,Manhattan,1397448.24,133467,1172423,1305890,NA,9.55,83.9,93.45,NA
2021-12-07,Adults (18+),Borough,Queens,1806052.17,123063,1606709,1729772,NA,6.81,88.96,95.78,NA
2021-12-07,Adults (18+),Borough,Staten Island,373168.06,21924,294074,315998,NA,5.88,78.8,84.68,NA
2021-12-07,Adults (18+),Race/ethnicity,Asian/NHPI,1017642.02,58626,954604,1013230,NA,5.76,93.81,99.57,NA
2021-12-07,Adults (18+),Race/ethnicity,Black,1452845.22,84931,829511,914442,NA,5.85,57.1,62.94,NA
2021-12-07,Adults (18+),Race/ethnicity,Hispanic/Latino,1823990.38,161656,1360883,1522539,NA,8.86,74.61,83.47,NA
2021-12-07,Adults (18+),Race/ethnicity,Native American/Alaska Native,15020.93,1582,16465,18047,NA,10.53,109.61,120.15,NA
2021-12-07,Adults (18+),Race/ethnicity,Other,NA,53458,436063,489521,NA,NA,NA,NA,NA
2021-12-07,Adults (18+),Race/ethnicity,Multiracial,96578.73,285,4784,5069,NA,0.3,4.95,5.25,NA
2021-12-07,Adults (18+),Race/ethnicity,Unknown,NA,42533,397634,440167,NA,NA,NA,NA,NA
2021-12-07,Adults (18+),Race/ethnicity,White,2226617.54,99303,1422639,1521942,NA,4.46,63.89,68.35,NA
2021-12-07,Adults (18+),Sex,Female,3524291.66,250143,2876886,3127029,NA,7.1,81.63,88.73,NA
2021-12-07,Adults (18+),Sex,Male,3108403.16,246224,2501240,2747464,NA,7.92,80.47,88.39,NA
2021-12-07,Adults (18+),Sex,Other,NA,374,2461,2835,NA,NA,NA,NA,NA
2021-12-07,Adults (18+),Sex,Prefer not to answer,NA,3258,8971,12229,NA,NA,NA,NA,NA
2021-12-07,Adults (18+),Sex,Unknown,NA,2375,33025,35400,NA,NA,NA,NA,NA
2021-12-07,Children (5-17),Age,'5-12,747558.7,89784,120113,209897,NA,12.01,16.07,28.08,NA
2021-12-07,Children (5-17),Age,'13-17,432845.48,40708,309837,350545,NA,9.4,71.58,80.99,NA
2021-12-07,Children (5-17),Borough,Citywide,1180404.18,130492,429950,560442,NA,11.05,36.42,47.48,NA
2021-12-07,Children (5-17),Borough,Bronx,246821.43,23387,79837,103224,NA,9.48,32.35,41.82,NA
2021-12-07,Children (5-17),Borough,Brooklyn,392137.22,33451,119363,152814,NA,8.53,30.44,38.97,NA
2021-12-07,Children (5-17),Borough,Manhattan,155113.76,32283,77051,109334,NA,20.81,49.67,70.49,NA
2021-12-07,Children (5-17),Borough,Queens,310710.83,35564,130624,166188,NA,11.45,42.04,53.49,NA
2021-12-07,Children (5-17),Borough,Staten Island,75620.94,5807,23075,28882,NA,7.68,30.51,38.19,NA
2021-12-07,Children (5-17),Race/ethnicity,Asian/NHPI,148927.98,28817,86390,115207,NA,19.35,58.01,77.36,NA
2021-12-07,Children (5-17),Race/ethnicity,Black,266476.78,19561,64173,83734,NA,7.34,24.08,31.42,NA
2021-12-07,Children (5-17),Race/ethnicity,Hispanic/Latino,423992.62,47465,141459,188924,NA,11.19,33.36,44.56,NA
2021-12-07,Children (5-17),Race/ethnicity,Native American/Alaska Native,3157.07,277,1834,2111,NA,8.77,58.09,66.87,NA
2021-12-07,Children (5-17),Race/ethnicity,Other,NA,6898,29921,36819,NA,NA,NA,NA,NA
2021-12-07,Children (5-17),Race/ethnicity,Multiracial,35031.27,656,854,1510,NA,1.87,2.44,4.31,NA
2021-12-07,Children (5-17),Race/ethnicity,Unknown,NA,4970,25212,30182,NA,NA,NA,NA,NA
2021-12-07,Children (5-17),Race/ethnicity,White,302818.46,21848,80107,101955,NA,7.21,26.45,33.67,NA
2021-12-07,Children (5-17),Sex,Female,578537.34,63432,213581,277013,NA,10.96,36.92,47.88,NA
2021-12-07,Children (5-17),Sex,Male,601866.84,65394,214047,279441,NA,10.87,35.56,46.43,NA
2021-12-07,Children (5-17),Sex,Other,NA,86,186,272,NA,NA,NA,NA,NA
2021-12-07,Children (5-17),Sex,Prefer not to answer,NA,1378,1378,2756,NA,NA,NA,NA,NA
2021-12-07,Children (5-17),Sex,Unknown,NA,202,758,960,NA,NA,NA,NA,NA
2021-12-07,All ages,Age,'0-17,1704122.18,130492,429950,560442,NA,7.66,25.23,32.89,NA
2021-12-07,All ages,Age,'18-24,704670.82,89602,545604,635206,NA,12.72,77.43,90.14,NA
2021-12-07,All ages,Age,'25-34,1483699,138429,1117723,1256152,NA,9.33,75.33,84.66,NA
2021-12-07,All ages,Age,'35-44,1136906,91051,973013,1064064,NA,8.01,85.58,93.59,NA
2021-12-07,All ages,Age,'45-54,1028087,64184,887794,951978,NA,6.24,86.35,92.6,NA
2021-12-07,All ages,Age,'55-64,998927,54226,880850,935076,NA,5.43,88.18,93.61,NA
2021-12-07,All ages,Age,'65-74,718795,37671,618818,656489,NA,5.24,86.09,91.33,NA
2021-12-07,All ages,Age,'75-84,382672,18997,290955,309952,NA,4.96,76.03,81,NA
2021-12-07,All ages,Age,'85+,178938,8214,107826,116040,NA,4.59,60.26,64.85,NA
2021-12-07,All ages,Borough,Citywide,8336817,632866,5852533,6485399,NA,7.59,70.2,77.79,NA
2021-12-07,All ages,Borough,Bronx,1418207,110967,915627,1026594,NA,7.82,64.56,72.39,NA
2021-12-07,All ages,Borough,Brooklyn,2559903,169791,1632950,1802741,NA,6.63,63.79,70.42,NA
2021-12-07,All ages,Borough,Manhattan,1628706,165750,1249474,1415224,NA,10.18,76.72,86.89,NA
2021-12-07,All ages,Borough,Queens,2253858,158627,1737333,1895960,NA,7.04,77.08,84.12,NA
2021-12-07,All ages,Borough,Staten Island,476143,27731,317149,344880,NA,5.82,66.61,72.43,NA
2021-12-07,All ages,Race/ethnicity,Asian/NHPI,1233642,87443,1040994,1128437,NA,7.09,84.38,91.47,NA
2021-12-07,All ages,Race/ethnicity,Black,1825848,104492,893684,998176,NA,5.72,48.95,54.67,NA
2021-12-07,All ages,Race/ethnicity,Hispanic/Latino,2423590,209121,1502342,1711463,NA,8.63,61.99,70.62,NA
2021-12-07,All ages,Race/ethnicity,Native American/Alaska Native,18864,1859,18299,20158,NA,9.85,97,106.86,NA
2021-12-07,All ages,Race/ethnicity,Other,NA,60356,465984,526340,NA,NA,NA,NA,NA
2021-12-07,All ages,Race/ethnicity,Multiracial,152897,941,5638,6579,NA,0.62,3.69,4.3,NA
2021-12-07,All ages,Race/ethnicity,Unknown,NA,47503,422846,470349,NA,NA,NA,NA,NA
2021-12-07,All ages,Race/ethnicity,White,2681976,121151,1502746,1623897,NA,4.52,56.03,60.55,NA
2021-12-07,All ages,Sex,Female,4358378,313575,3090467,3404042,NA,7.19,70.91,78.1,NA
2021-12-07,All ages,Sex,Male,3978439,311618,2715287,3026905,NA,7.83,68.25,76.08,NA
2021-12-07,All ages,Sex,Other,NA,460,2647,3107,NA,NA,NA,NA,NA
2021-12-07,All ages,Sex,Prefer not to answer,NA,4636,10349,14985,NA,NA,NA,NA,NA
2021-12-07,All ages,Sex,Unknown,NA,2577,33783,36360,NA,NA,NA,NA,NA
2021-12-06,Adults (18+),Age,'18-24,704670.82,89097,544899,633996,NA,12.64,77.33,89.97,NA
2021-12-06,Adults (18+),Age,'25-34,1483699,137687,1116587,1254274,NA,9.28,75.26,84.54,NA
2021-12-06,Adults (18+),Age,'35-44,1136906,90704,972095,1062799,NA,7.98,85.5,93.48,NA
2021-12-06,Adults (18+),Age,'45-54,1028087,63934,887114,951048,NA,6.22,86.29,92.51,NA
2021-12-06,Adults (18+),Age,'55-64,998927,54013,880277,934290,NA,5.41,88.12,93.53,NA
2021-12-06,Adults (18+),Age,'65-74,718795,37503,618449,655952,NA,5.22,86.04,91.26,NA
2021-12-06,Adults (18+),Age,'75-84,382672,18892,290784,309676,NA,4.94,75.99,80.92,NA
2021-12-06,Adults (18+),Age,'85+,178938,8185,107720,115905,NA,4.57,60.2,64.77,NA
2021-12-06,Adults (18+),Borough,Citywide,6632694.82,500015,5417925,5917940,NA,7.54,81.69,89.22,NA
2021-12-06,Adults (18+),Borough,Bronx,1071186.57,87374,834843,922217,NA,8.16,77.94,86.09,NA
2021-12-06,Adults (18+),Borough,Brooklyn,1984839.78,135749,1512071,1647820,NA,6.84,76.18,83.02,NA
2021-12-06,Adults (18+),Borough,Manhattan,1397448.24,132452,1171637,1304089,NA,9.48,83.84,93.32,NA
2021-12-06,Adults (18+),Borough,Queens,1806052.17,122521,1605615,1728136,NA,6.78,88.9,95.69,NA
2021-12-06,Adults (18+),Borough,Staten Island,373168.06,21919,293759,315678,NA,5.87,78.72,84.59,NA
2021-12-06,Adults (18+),Race/ethnicity,Asian/NHPI,1017642.02,58026,953578,1011604,NA,5.7,93.7,99.41,NA
2021-12-06,Adults (18+),Race/ethnicity,Black,1452845.22,84957,828384,913341,NA,5.85,57.02,62.87,NA
2021-12-06,Adults (18+),Race/ethnicity,Hispanic/Latino,1823990.38,161018,1356250,1517268,NA,8.83,74.36,83.18,NA
2021-12-06,Adults (18+),Race/ethnicity,Native American/Alaska Native,15020.93,1582,16441,18023,NA,10.53,109.45,119.99,NA
2021-12-06,Adults (18+),Race/ethnicity,Other,NA,53265,438442,491707,NA,NA,NA,NA,NA
2021-12-06,Adults (18+),Race/ethnicity,Multiracial,96578.73,282,4775,5057,NA,0.29,4.94,5.24,NA
2021-12-06,Adults (18+),Race/ethnicity,Unknown,NA,42277,398844,441121,NA,NA,NA,NA,NA
2021-12-06,Adults (18+),Race/ethnicity,White,2226617.54,98608,1421211,1519819,NA,4.43,63.83,68.26,NA
2021-12-06,Adults (18+),Sex,Female,3524291.66,248901,2874368,3123269,NA,7.06,81.56,88.62,NA
2021-12-06,Adults (18+),Sex,Male,3108403.16,245144,2499050,2744194,NA,7.89,80.4,88.28,NA
2021-12-06,Adults (18+),Sex,Other,NA,371,2470,2841,NA,NA,NA,NA,NA
2021-12-06,Adults (18+),Sex,Prefer not to answer,NA,3228,8835,12063,NA,NA,NA,NA,NA
2021-12-06,Adults (18+),Sex,Unknown,NA,2371,33202,35573,NA,NA,NA,NA,NA
2021-12-06,Children (5-17),Age,'5-12,747558.7,90526,115862,206388,NA,12.11,15.5,27.61,NA
2021-12-06,Children (5-17),Age,'13-17,432845.48,40656,309491,350147,NA,9.39,71.5,80.89,NA
2021-12-06,Children (5-17),Borough,Citywide,1180404.18,131182,425353,556535,NA,11.11,36.03,47.15,NA
2021-12-06,Children (5-17),Borough,Bronx,246821.43,23186,79114,102300,NA,9.39,32.05,41.45,NA
2021-12-06,Children (5-17),Borough,Brooklyn,392137.22,33833,117980,151813,NA,8.63,30.09,38.71,NA
2021-12-06,Children (5-17),Borough,Manhattan,155113.76,32999,75775,108774,NA,21.27,48.85,70.13,NA
2021-12-06,Children (5-17),Borough,Queens,310710.83,35377,129571,164948,NA,11.39,41.7,53.09,NA
2021-12-06,Children (5-17),Borough,Staten Island,75620.94,5787,22913,28700,NA,7.65,30.3,37.95,NA
2021-12-06,Children (5-17),Race/ethnicity,Asian/NHPI,148927.98,28777,85381,114158,NA,19.32,57.33,76.65,NA
2021-12-06,Children (5-17),Race/ethnicity,Black,266476.78,19485,63611,83096,NA,7.31,23.87,31.18,NA
2021-12-06,Children (5-17),Race/ethnicity,Hispanic/Latino,423992.62,47185,140221,187406,NA,11.13,33.07,44.2,NA
2021-12-06,Children (5-17),Race/ethnicity,Native American/Alaska Native,3157.07,273,1828,2101,NA,8.65,57.9,66.55,NA
2021-12-06,Children (5-17),Race/ethnicity,Other,NA,6871,29904,36775,NA,NA,NA,NA,NA
2021-12-06,Children (5-17),Race/ethnicity,Multiracial,35031.27,686,802,1488,NA,1.96,2.29,4.25,NA
2021-12-06,Children (5-17),Race/ethnicity,Unknown,NA,5002,25086,30088,NA,NA,NA,NA,NA
2021-12-06,Children (5-17),Race/ethnicity,White,302818.46,22903,78520,101423,NA,7.56,25.93,33.49,NA
2021-12-06,Children (5-17),Sex,Female,578537.34,63774,211400,275174,NA,11.02,36.54,47.56,NA
2021-12-06,Children (5-17),Sex,Male,601866.84,65761,211684,277445,NA,10.93,35.17,46.1,NA
2021-12-06,Children (5-17),Sex,Other,NA,93,173,266,NA,NA,NA,NA,NA
2021-12-06,Children (5-17),Sex,Prefer not to answer,NA,1349,1340,2689,NA,NA,NA,NA,NA
2021-12-06,Children (5-17),Sex,Unknown,NA,205,756,961,NA,NA,NA,NA,NA
2021-12-06,All ages,Age,'0-17,1704122.18,131182,425353,556535,NA,7.7,24.96,32.66,NA
2021-12-06,All ages,Age,'18-24,704670.82,89097,544899,633996,NA,12.64,77.33,89.97,NA
2021-12-06,All ages,Age,'25-34,1483699,137687,1116587,1254274,NA,9.28,75.26,84.54,NA
2021-12-06,All ages,Age,'35-44,1136906,90704,972095,1062799,NA,7.98,85.5,93.48,NA
2021-12-06,All ages,Age,'45-54,1028087,63934,887114,951048,NA,6.22,86.29,92.51,NA
2021-12-06,All ages,Age,'55-64,998927,54013,880277,934290,NA,5.41,88.12,93.53,NA
2021-12-06,All ages,Age,'65-74,718795,37503,618449,655952,NA,5.22,86.04,91.26,NA
2021-12-06,All ages,Age,'75-84,382672,18892,290784,309676,NA,4.94,75.99,80.92,NA
2021-12-06,All ages,Age,'85+,178938,8185,107720,115905,NA,4.57,60.2,64.77,NA
2021-12-06,All ages,Borough,Citywide,8336817,631197,5843278,6474475,NA,7.57,70.09,77.66,NA
2021-12-06,All ages,Borough,Bronx,1418207,110560,913957,1024517,NA,7.8,64.44,72.24,NA
2021-12-06,All ages,Borough,Brooklyn,2559903,169582,1630051,1799633,NA,6.62,63.68,70.3,NA
2021-12-06,All ages,Borough,Manhattan,1628706,165451,1247412,1412863,NA,10.16,76.59,86.75,NA
2021-12-06,All ages,Borough,Queens,2253858,157898,1735186,1893084,NA,7.01,76.99,83.99,NA
2021-12-06,All ages,Borough,Staten Island,476143,27706,316672,344378,NA,5.82,66.51,72.33,NA
2021-12-06,All ages,Race/ethnicity,Asian/NHPI,1233642,86803,1038959,1125762,NA,7.04,84.22,91.26,NA
2021-12-06,All ages,Race/ethnicity,Black,1825848,104442,891995,996437,NA,5.72,48.85,54.57,NA
2021-12-06,All ages,Race/ethnicity,Hispanic/Latino,2423590,208203,1496471,1704674,NA,8.59,61.75,70.34,NA
2021-12-06,All ages,Race/ethnicity,Native American/Alaska Native,18864,1855,18269,20124,NA,9.83,96.85,106.68,NA
2021-12-06,All ages,Race/ethnicity,Other,NA,60136,468346,528482,NA,NA,NA,NA,NA
2021-12-06,All ages,Race/ethnicity,Multiracial,152897,968,5577,6545,NA,0.63,3.65,4.28,NA
2021-12-06,All ages,Race/ethnicity,Unknown,NA,47279,423930,471209,NA,NA,NA,NA,NA
2021-12-06,All ages,Race/ethnicity,White,2681976,121511,1499731,1621242,NA,4.53,55.92,60.45,NA
2021-12-06,All ages,Sex,Female,4358378,312675,3085768,3398443,NA,7.17,70.8,77.97,NA
2021-12-06,All ages,Sex,Male,3978439,310905,2710734,3021639,NA,7.81,68.14,75.95,NA
2021-12-06,All ages,Sex,Other,NA,464,2643,3107,NA,NA,NA,NA,NA
2021-12-06,All ages,Sex,Prefer not to answer,NA,4577,10175,14752,NA,NA,NA,NA,NA
2021-12-06,All ages,Sex,Unknown,NA,2576,33958,36534,NA,NA,NA,NA,NA
