DATE,POPULATION,GROUP,SUBGROUP,POP_DENOMINATOR,COUNT_PARTIALLY_CUMULATIVE,COUNT_FULLY_CUMULATIVE,COUNT_1PLUS_CUMULATIVE,COUNT_ADDITIONAL_CUMULATIVE,PERC_PARTIALLY,PERC_FULLY,PERC_1PLUS,PERC_ADDITIONAL
2022-10-20,Children (0-17),Sex,Male,870033,63074,374677,437751,91018,7.25,43.06,50.31,10.46
2022-10-20,Children (0-17),Sex,Other,NA,52,209,261,58,NA,NA,NA,NA
2022-10-20,Children (0-17),Sex,Prefer not to answer,NA,741,2064,2805,270,NA,NA,NA,NA
2022-10-20,Children (0-17),Sex,Unknown,NA,199,831,1030,283,NA,NA,NA,NA
2022-10-20,Children (5-17),Borough,Citywide,1180400,98303,730862,829165,188143,8.33,61.92,70.24,15.94
2022-10-20,Children (5-17),Borough,Bronx,246821,22226,144930,167156,26156,9,58.72,67.72,10.6
2022-10-20,Children (5-17),Borough,Brooklyn,392137,23341,202805,226146,52585,5.95,51.72,57.67,13.41
2022-10-20,Children (5-17),Borough,Manhattan,155113,24952,123549,148501,46924,16.09,79.65,95.74,30.25
2022-10-20,Children (5-17),Borough,Queens,310710,23373,222024,245397,54012,7.52,71.46,78.98,17.38
2022-10-20,Children (5-17),Borough,Staten Island,75619,4411,37554,41965,8466,5.83,49.66,55.5,11.2
2022-10-20,Children (5-17),Race/ethnicity,Asian/NHPI,148929,9919,161899,171818,55840,6.66,108.71,115.37,37.49
2022-10-20,Children (5-17),Race/ethnicity,Black,266475,18794,129640,148434,22545,7.05,48.65,55.7,8.46
2022-10-20,Children (5-17),Race/ethnicity,Hispanic/Latino,423992,46379,251773,298152,46489,10.94,59.38,70.32,10.96
2022-10-20,Children (5-17),Race/ethnicity,Native American/Alaska Native,3156,217,2659,2876,907,6.88,84.25,91.13,28.74
2022-10-20,Children (5-17),Race/ethnicity,Other,NA,6239,24916,31155,4032,NA,NA,NA,NA
2022-10-20,Children (5-17),Race/ethnicity,Multiracial,35030,266,2653,2919,613,0.76,7.57,8.33,1.75
2022-10-20,Children (5-17),Race/ethnicity,Unknown,NA,5973,27492,33465,5890,NA,NA,NA,NA
2022-10-20,Children (5-17),Race/ethnicity,White,302818,10516,129830,140346,51827,3.47,42.87,46.35,17.11
2022-10-20,Children (5-17),Sex,Female,578536,47607,362634,410241,96519,8.23,62.68,70.91,16.68
2022-10-20,Children (5-17),Sex,Male,601864,49732,365187,414919,91013,8.26,60.68,68.94,15.12
2022-10-20,Children (5-17),Sex,Other,NA,52,209,261,58,NA,NA,NA,NA
2022-10-20,Children (5-17),Sex,Prefer not to answer,NA,724,2012,2736,270,NA,NA,NA,NA
2022-10-20,Children (5-17),Sex,Unknown,NA,188,820,1008,283,NA,NA,NA,NA
2022-10-20,Children (13-17),Borough,Citywide,432840,42855,356435,399290,123173,9.9,82.35,92.25,28.46
2022-10-20,Children (13-17),Borough,Bronx,92109,9009,74839,83848,18492,9.78,81.25,91.03,20.08
2022-10-20,Children (13-17),Borough,Brooklyn,140160,9971,97857,107828,32188,7.11,69.82,76.93,22.97
2022-10-20,Children (13-17),Borough,Manhattan,55915,12764,53919,66683,26711,22.83,96.43,119.26,47.77
2022-10-20,Children (13-17),Borough,Queens,114791,9234,108492,117726,39278,8.04,94.51,102.56,34.22
2022-10-20,Children (13-17),Borough,Staten Island,29865,1877,21328,23205,6504,6.28,71.41,77.7,21.78
2022-10-20,Children (13-17),Race/ethnicity,Asian/NHPI,54813,3147,65362,68509,36336,5.74,119.25,124.99,66.29
2022-10-20,Children (13-17),Race/ethnicity,Black,104093,8130,68107,76237,16245,7.81,65.43,73.24,15.61
2022-10-20,Children (13-17),Race/ethnicity,Hispanic/Latino,155999,20484,128813,149297,33308,13.13,82.57,95.7,21.35
2022-10-20,Children (13-17),Race/ethnicity,Native American/Alaska Native,1560,109,1767,1876,740,6.99,113.27,120.26,47.44
2022-10-20,Children (13-17),Race/ethnicity,Other,NA,3478,16628,20106,3124,NA,NA,NA,NA
2022-10-20,Children (13-17),Race/ethnicity,Multiracial,9789,24,131,155,69,0.25,1.34,1.58,0.7
2022-10-20,Children (13-17),Race/ethnicity,Unknown,NA,3258,17238,20496,4287,NA,NA,NA,NA
2022-10-20,Children (13-17),Race/ethnicity,White,106586,4225,58389,62614,29064,3.96,54.78,58.75,27.27
2022-10-20,Children (13-17),Sex,Female,212831,20618,178370,198988,64481,9.69,83.81,93.5,30.3
2022-10-20,Children (13-17),Sex,Male,220009,21818,176599,198417,58213,9.92,80.27,90.19,26.46
2022-10-20,Children (13-17),Sex,Other,NA,22,124,146,47,NA,NA,NA,NA
2022-10-20,Children (13-17),Sex,Prefer not to answer,NA,252,693,945,194,NA,NA,NA,NA
2022-10-20,Children (13-17),Sex,Unknown,NA,145,649,794,238,NA,NA,NA,NA
2022-10-20,Adults (18+),Age,'18-24,704673,125618,635566,761184,255949,17.83,90.19,108.02,36.32
2022-10-20,Adults (18+),Age,'25-34,1483699,182901,1245464,1428365,542352,12.33,83.94,96.27,36.55
2022-10-20,Adults (18+),Age,'35-44,1136906,113299,1062981,1176280,500672,9.97,93.5,103.46,44.04
2022-10-20,Adults (18+),Age,'45-54,1028087,81181,952361,1033542,514960,7.9,92.63,100.53,50.09
2022-10-20,Adults (18+),Age,'55-64,998927,68735,934462,1003197,580270,6.88,93.55,100.43,58.09
2022-10-20,Adults (18+),Age,'65-74,718795,44302,652917,697219,464070,6.16,90.83,97,64.56
2022-10-20,Adults (18+),Age,'75-84,382672,20967,307375,328342,223925,5.48,80.32,85.8,58.52
2022-10-20,Adults (18+),Age,'85+,178938,8617,115342,123959,77599,4.82,64.46,69.27,43.37
2022-10-20,Adults (18+),Borough,Citywide,6632697,645620,5906468,6552088,3159797,9.73,89.05,98.78,47.64
2022-10-20,Adults (18+),Borough,Bronx,1071188,97891,936160,1034051,420300,9.14,87.39,96.53,39.24
2022-10-20,Adults (18+),Borough,Brooklyn,1984838,170017,1664342,1834359,862148,8.57,83.85,92.42,43.44
2022-10-20,Adults (18+),Borough,Manhattan,1397449,191998,1251572,1443570,775533,13.74,89.56,103.3,55.5
2022-10-20,Adults (18+),Borough,Queens,1806052,161261,1730456,1891717,941133,8.93,95.81,104.74,52.11
2022-10-20,Adults (18+),Borough,Staten Island,373170,24453,323938,348391,160683,6.55,86.81,93.36,43.06
2022-10-20,Adults (18+),Race/ethnicity,Asian/NHPI,1017642,103018,1053783,1156801,722116,10.12,103.55,113.67,70.96
2022-10-20,Adults (18+),Race/ethnicity,Black,1452846,88681,995747,1084428,484925,6.1,68.54,74.64,33.38
2022-10-20,Adults (18+),Race/ethnicity,Hispanic/Latino,1823990,200467,1551051,1751518,679585,10.99,85.04,96.03,37.26
2022-10-20,Adults (18+),Race/ethnicity,Native American/Alaska Native,15022,1997,19604,21601,11577,13.29,130.5,143.8,77.07
2022-10-20,Adults (18+),Race/ethnicity,Other,NA,60164,336401,396565,103319,NA,NA,NA,NA
2022-10-20,Adults (18+),Race/ethnicity,Multiracial,96580,537,6706,7243,4485,0.56,6.94,7.5,4.64
2022-10-20,Adults (18+),Race/ethnicity,Unknown,NA,61480,358109,419589,116433,NA,NA,NA,NA
2022-10-20,Adults (18+),Race/ethnicity,White,2226617,129276,1585067,1714343,1037357,5.81,71.19,76.99,46.59
2022-10-20,Adults (18+),Sex,Female,3524292,316196,3113390,3429586,1734417,8.97,88.34,97.31,49.21
2022-10-20,Adults (18+),Sex,Male,3108405,321323,2743284,3064607,1404421,10.34,88.25,98.59,45.18
2022-10-20,Adults (18+),Sex,Other,NA,484,2544,3028,1156,NA,NA,NA,NA
2022-10-20,Adults (18+),Sex,Prefer not to answer,NA,4784,12761,17545,5853,NA,NA,NA,NA
2022-10-20,Adults (18+),Sex,Unknown,NA,2833,34489,37322,13950,NA,NA,NA,NA
2022-10-20,All ages,Age,'0-17,1704118,124387,749865,874252,188157,7.3,44,51.3,11.04
2022-10-20,All ages,Age,'18-24,704673,125618,635566,761184,255949,17.83,90.19,108.02,36.32
2022-10-20,All ages,Age,'25-34,1483699,182901,1245464,1428365,542352,12.33,83.94,96.27,36.55
2022-10-20,All ages,Age,'35-44,1136906,113299,1062981,1176280,500672,9.97,93.5,103.46,44.04
2022-10-20,All ages,Age,'45-54,1028087,81181,952361,1033542,514960,7.9,92.63,100.53,50.09
2022-10-20,All ages,Age,'55-64,998927,68735,934462,1003197,580270,6.88,93.55,100.43,58.09
2022-10-20,All ages,Age,'65-74,718795,44302,652917,697219,464070,6.16,90.83,97,64.56
2022-10-20,All ages,Age,'75-84,382672,20967,307375,328342,223925,5.48,80.32,85.8,58.52
2022-10-20,All ages,Age,'85+,178938,8617,115342,123959,77599,4.82,64.46,69.27,43.37
2022-10-20,All ages,Borough,Citywide,8336815,770007,6656333,7426340,3347954,9.24,79.84,89.08,40.16
2022-10-20,All ages,Borough,Bronx,1418208,123327,1082061,1205388,446457,8.7,76.3,84.99,31.48
2022-10-20,All ages,Borough,Brooklyn,2559901,201769,1874714,2076483,914737,7.88,73.23,81.12,35.73
2022-10-20,All ages,Borough,Manhattan,1628706,225398,1381879,1607277,822461,13.84,84.85,98.68,50.5
2022-10-20,All ages,Borough,Queens,2253857,189924,1955902,2145826,995148,8.43,86.78,95.21,44.15
2022-10-20,All ages,Borough,Staten Island,476143,29589,361777,391366,169151,6.21,75.98,82.2,35.53
2022-10-20,All ages,Race/ethnicity,Asian/NHPI,1233643,119695,1220434,1340129,777961,9.7,98.93,108.63,63.06
2022-10-20,All ages,Race/ethnicity,Black,1825847,109728,1126243,1235971,507474,6.01,61.68,67.69,27.79
2022-10-20,All ages,Race/ethnicity,Hispanic/Latino,2423589,252045,1804442,2056487,726075,10.4,74.45,84.85,29.96
2022-10-20,All ages,Race/ethnicity,Native American/Alaska Native,18864,2238,22274,24512,12484,11.86,118.08,129.94,66.18
2022-10-20,All ages,Race/ethnicity,Other,NA,66700,361458,428158,107351,NA,NA,NA,NA
2022-10-20,All ages,Race/ethnicity,Multiracial,152897,1143,9771,10914,5098,0.75,6.39,7.14,3.33
2022-10-20,All ages,Race/ethnicity,Unknown,NA,68998,386243,455241,122323,NA,NA,NA,NA
2022-10-20,All ages,Race/ethnicity,White,2681975,149460,1725468,1874928,1089188,5.57,64.34,69.91,40.61
2022-10-20,All ages,Sex,Female,4358377,376517,3485474,3861991,1830945,8.64,79.97,88.61,42.01
2022-10-20,All ages,Sex,Male,3978438,384397,3117961,3502358,1495439,9.66,78.37,88.03,37.59
2022-10-20,All ages,Sex,Other,NA,536,2753,3289,1214,NA,NA,NA,NA
2022-10-20,All ages,Sex,Prefer not to answer,NA,5525,14825,20350,6123,NA,NA,NA,NA
2022-10-20,All ages,Sex,Unknown,NA,3032,35320,38352,14233,NA,NA,NA,NA
2022-10-13,Children (0-17),Age,'0-4,523718,26433,17533,43966,NA,5.05,3.35,8.39,0
2022-10-13,Children (0-17),Age,'5-12,747560,55613,373762,429375,64632,7.44,50,57.44,8.65
2022-10-13,Children (0-17),Age,'13-17,432840,42880,356211,399091,123073,9.91,82.3,92.2,28.43
2022-10-13,Children (0-17),Borough,Citywide,1704118,124926,747506,872432,187714,7.33,43.86,51.2,11.02
2022-10-13,Children (0-17),Borough,Bronx,347020,25405,145593,170998,26080,7.32,41.96,49.28,7.52
2022-10-13,Children (0-17),Borough,Brooklyn,575063,32056,209623,241679,52475,5.57,36.45,42.03,9.13
2022-10-13,Children (0-17),Borough,Manhattan,231257,33578,129604,163182,46794,14.52,56.04,70.56,20.23
2022-10-13,Children (0-17),Borough,Queens,447805,28744,224934,253678,53919,6.42,50.23,56.65,12.04
2022-10-13,Children (0-17),Borough,Staten Island,102973,5143,37752,42895,8446,4.99,36.66,41.66,8.2
2022-10-13,Children (0-17),Race/ethnicity,Asian/NHPI,216001,16897,165981,182878,55732,7.82,76.84,84.67,25.8
2022-10-13,Children (0-17),Race/ethnicity,Black,373001,21087,130204,151291,22471,5.65,34.91,40.56,6.02
2022-10-13,Children (0-17),Race/ethnicity,Hispanic/Latino,599599,51535,252852,304387,46318,8.59,42.17,50.77,7.72
